id,file_name,raw_code,actual_class,predicted_class,pragma_removed_code,gpt-3.5-turbo-GNN,gpt-3.5-turbo-NoGNN,actual_pragma,GNN-gen-pragma,gpt4-no-gnn-gen-pragma,human-gnn,human-no-gnn,note
10,./Benchmark-Test-2/0/sp-58.ll,"//#pragma omp parallel for private (m)
 #pragma rose_outline 
  for (m = 0; m <= 4; m += 1) {
    xcrref[m] = 1.0;
    xceref[m] = 1.0;
  }",0,0,"  for (m = 0; m <= 4; m += 1) {
    xcrref[m] = 1.0;
    xceref[m] = 1.0;
  }","#pragma omp parallel for private(m)
  for (m = 0; m <= 4; m += 1) {
    xcrref[m] = 1.0;
    xceref[m] = 1.0;
  }","#pragma omp parallel for
  for (m = 0; m <= 4; m += 1) {
    xcrref[m] = 1.0;
    xceref[m] = 1.0;
  }",#pragma omp parallel for private (m),#pragma omp parallel for private(m),#pragma omp parallel for,5,2,
11,./Benchmark-Test-2/3/lu-2.ll,"  #pragma rose_outline
  for (m = 0; m <= 4; m += 1) {
    if (( *class) == 'U') {
      printf(""          %2d  %20.13e\n"",m,xcr[m]);
    }
     else if (xcrdif[m] > epsilon) {
       *verified = 0;
      printf("" FAILURE: %2d  %20.13e%20.13e%20.13e\n"",m,xcr[m],xcrref[m],xcrdif[m]);
    }
     else {
      printf(""          %2d  %20.13e%20.13e%20.13e\n"",m,xcr[m],xcrref[m],xcrdif[m]);
    }
  }",2,2,"
  for (m = 0; m <= 4; m += 1) {
    if (( *class) == 'U') {
      printf(""          %2d  %20.13e\n"",m,xcr[m]);
    }
     else if (xcrdif[m] > epsilon) {
       *verified = 0;
      printf("" FAILURE: %2d  %20.13e%20.13e%20.13e\n"",m,xcr[m],xcrref[m],xcrdif[m]);
    }
     else {
      printf(""          %2d  %20.13e%20.13e%20.13e\n"",m,xcr[m],xcrref[m],xcrdif[m]);
    }
  }",,"#pragma omp parallel for
  for (m = 0; m <= 4; m += 1) {
    if ((*class) == 'U') {
      printf(""          %2d  %20.13e\n"", m, xcr[m]);
    }
    else if (xcrdif[m] > epsilon) {
      *verified = 0;
      printf("" FAILURE: %2d  %20.13e%20.13e%20.13e\n"", m, xcr[m], xcrref[m], xcrdif[m]);
    }
    else {
      printf(""          %2d  %20.13e%20.13e%20.13e\n"", m, xcr[m], xcrref[m], xcrdif[m]);
    }
  }",none,none,none,5,5,
12,./Benchmark-Test-2/0/mg-6.ll,"//#pragma omp parallel for private (i1)
#pragma rose_outline
      for (i1 = 0; i1 <= n1 - 1; i1 += 1) {
        z[i3][i2][i1] = 0.0;
      }",0,2,"      for (i1 = 0; i1 <= n1 - 1; i1 += 1) {
        z[i3][i2][i1] = 0.0;
      }",,"#pragma omp parallel for
      for (i1 = 0; i1 <= n1 - 1; i1 += 1) {
        z[i3][i2][i1] = 0.0;
      }",#pragma omp parallel for private (i1),none,#pragma omp parallel for,0,3,
13,./Benchmark-Test-2/0/lu-11.ll,"//#pragma omp parallel for private (i,j,k,m)
      #pragma rose_outline
	  for (i = ist; i <= iend; i += 1) {
        
//#pragma omp parallel for private (j,k,m)
        #pragma rose_outline
		for (j = jst; j <= jend; j += 1) {
          
//#pragma omp parallel for private (k,m)
          #pragma rose_outline
		  for (k = 1; k <= nz - 2; k += 1) {
            
#pragma omp parallel for private (m) firstprivate (dt)
            for (m = 0; m <= 4; m += 1) {
              rsd[i][j][k][m] = dt * rsd[i][j][k][m];
            }
          }
        }
      }",0,0,"	  for (i = ist; i <= iend; i += 1) {
        
		for (j = jst; j <= jend; j += 1) {
          
		  for (k = 1; k <= nz - 2; k += 1) {
            

            for (m = 0; m <= 4; m += 1) {
              rsd[i][j][k][m] = dt * rsd[i][j][k][m];
            }
          }
        }
      }","#pragma omp parallel for private(i, j, k, m)
for (i = ist; i <= iend; i += 1) {
    for (j = jst; j <= jend; j += 1) {
        for (k = 1; k <= nz - 2; k += 1) {
            for (m = 0; m <= 4; m += 1) {
                rsd[i][j][k][m] = dt * rsd[i][j][k][m];
            }
        }
    }
}","#pragma omp parallel for private(i, j, k, m) 
for (i = ist; i <= iend; i += 1) {
  for (j = jst; j <= jend; j += 1) {
    for (k = 1; k <= nz - 2; k += 1) {
      for (m = 0; m <= 4; m += 1) {
        rsd[i][j][k][m] = dt * rsd[i][j][k][m];
      }
    }
  }
}","#pragma omp parallel for private (i,j,k,m)","#pragma omp parallel for private(i, j, k, m)","#pragma omp parallel for collapse(4) private(i, j, k, m)",5,4,
14,./Benchmark-Test-2/0/bt-21.ll,"//#pragma omp parallel for private (i)
#pragma rose_outline  
  for (i = 1 * 3; i <= grid_points[0] - 3 - 1; i += 1) {
            forcing[i][j][k][m] = forcing[i][j][k][m] - dssp * (ue[i - 2][m] - 4.0 * ue[i - 1][m] + 6.0 * ue[i][m] - 4.0 * ue[i + 1][m] + ue[i + 2][m]);
          }",0,0,"  for (i = 1 * 3; i <= grid_points[0] - 3 - 1; i += 1) {
            forcing[i][j][k][m] = forcing[i][j][k][m] - dssp * (ue[i - 2][m] - 4.0 * ue[i - 1][m] + 6.0 * ue[i][m] - 4.0 * ue[i + 1][m] + ue[i + 2][m]);
          }","#pragma omp parallel for private(i,j,k,m)
for (i = 1 * 3; i <= grid_points[0] - 3 - 1; i += 1) {
    forcing[i][j][k][m] = forcing[i][j][k][m] - dssp * (ue[i - 2][m] - 4.0 * ue[i - 1][m] + 6.0 * ue[i][m] - 4.0 * ue[i + 1][m] + ue[i + 2][m]);
}","#pragma omp parallel for
for (i = 1 * 3; i <= grid_points[0] - 3 - 1; i += 1) {
    forcing[i][j][k][m] = forcing[i][j][k][m] - dssp * (ue[i - 2][m] - 4.0 * ue[i - 1][m] + 6.0 * ue[i][m] - 4.0 * ue[i + 1][m] + ue[i + 2][m]);
}",#pragma omp parallel for private (i),"#pragma omp parallel for private(i,j,k,m)",#pragma omp parallel for,3,2,
15,./Benchmark-Test-2/3/ft-24.ll,"  #pragma rose_outline
  for (k = 0; k <= dims[0][2] - 1; k += 1) {
    x0 = start;
    vranlc(2 * 256 * dims[0][1],&x0,1220703125.0,tmp);
    t = 1;
	#pragma rose_outline
    for (j = 0; j <= dims[0][1] - 1; j += 1) {
		#pragma rose_outline
      for (i = 0; i <= 255; i += 1) {
        u0[k][j][i] . real = tmp[t++];
        u0[k][j][i] . imag = tmp[t++];
      }
    }
    if (k != dims[0][2]) 
      dummy = randlc(&start,an);
  }",2,2,"
  for (k = 0; k <= dims[0][2] - 1; k += 1) {
    x0 = start;
    vranlc(2 * 256 * dims[0][1],&x0,1220703125.0,tmp);
    t = 1;

    for (j = 0; j <= dims[0][1] - 1; j += 1) {
		
      for (i = 0; i <= 255; i += 1) {
        u0[k][j][i] . real = tmp[t++];
        u0[k][j][i] . imag = tmp[t++];
      }
    }
    if (k != dims[0][2]) 
      dummy = randlc(&start,an);
  }",,"#pragma omp parallel for
  for (k = 0; k <= dims[0][2] - 1; k += 1) {
    x0 = start;
    vranlc(2 * 256 * dims[0][1],&x0,1220703125.0,tmp);
    t = 1;

    for (j = 0; j <= dims[0][1] - 1; j += 1) {
		
      for (i = 0; i <= 255; i += 1) {
        u0[k][j][i] . real = tmp[t++];
        u0[k][j][i] . imag = tmp[t++];
      }
    }
    if (k != dims[0][2]) 
      dummy = randlc(&start,an);
  }",none,none,"#pragma omp parallel for private(x0, t, j, i)",5,0,
16,./Benchmark-Test-2/0/sp-9.ll,"//#pragma omp parallel for private (i,j)
       #pragma rose_outline 
	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        
#pragma omp parallel for private (j) firstprivate (k,n,k1)
        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
        }
      }",0,0,"	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        

        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
        }
      }","#pragma omp parallel for private(i, j)
for (i = 1; i <= grid_points[0] - 2; i += 1) {
    for (j = 1; j <= grid_points[1] - 2; j += 1) {
        rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
    }
}","#pragma omp parallel for private(i, j) shared(rhs, lhs)
for (i = 1; i <= grid_points[0] - 2; i += 1) {
  for (j = 1; j <= grid_points[1] - 2; j += 1) {
    rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
  }
}","#pragma omp parallel for private (i,j)","#pragma omp parallel for private(i, j)","#pragma omp parallel for collapse(2) private(i, j)",5,4,
17,./Benchmark-Test-2/3/mg-41.ll,"#pragma rose_outline
    for (i3 = 0; i3 <= mm3 - 1 - 1; i3 += 1) {
		#pragma rose_outline
      for (i2 = 0; i2 <= mm2 - 1 - 1; i2 += 1) {
		  #pragma rose_outline
        for (i1 = 0; i1 <= mm1 - 1; i1 += 1) {
          z1[i1] = z[i3][i2 + 1][i1] + z[i3][i2][i1];
          z2[i1] = z[i3 + 1][i2][i1] + z[i3][i2][i1];
          z3[i1] = z[i3 + 1][i2 + 1][i1] + z[i3 + 1][i2][i1] + z1[i1];
        }
		#pragma rose_outline
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2][2 * i1] = u[2 * i3][2 * i2][2 * i1] + z[i3][i2][i1];
          u[2 * i3][2 * i2][2 * i1 + 1] = u[2 * i3][2 * i2][2 * i1 + 1] + 0.5 * (z[i3][i2][i1 + 1] + z[i3][i2][i1]);
        }
		#pragma rose_outline
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2 + 1][2 * i1] = u[2 * i3][2 * i2 + 1][2 * i1] + 0.5 * z1[i1];
          u[2 * i3][2 * i2 + 1][2 * i1 + 1] = u[2 * i3][2 * i2 + 1][2 * i1 + 1] + 0.25 * (z1[i1] + z1[i1 + 1]);
        }
		#pragma rose_outline
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3 + 1][2 * i2][2 * i1] = u[2 * i3 + 1][2 * i2][2 * i1] + 0.5 * z2[i1];
          u[2 * i3 + 1][2 * i2][2 * i1 + 1] = u[2 * i3 + 1][2 * i2][2 * i1 + 1] + 0.25 * (z2[i1] + z2[i1 + 1]);
        }
		#pragma rose_outline
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3 + 1][2 * i2 + 1][2 * i1] = u[2 * i3 + 1][2 * i2 + 1][2 * i1] + 0.25 * z3[i1];
          u[2 * i3 + 1][2 * i2 + 1][2 * i1 + 1] = u[2 * i3 + 1][2 * i2 + 1][2 * i1 + 1] + 0.125 * (z3[i1] + z3[i1 + 1]);
        }
      }
    }",2,2,"
    for (i3 = 0; i3 <= mm3 - 1 - 1; i3 += 1) {
		
      for (i2 = 0; i2 <= mm2 - 1 - 1; i2 += 1) {
		
        for (i1 = 0; i1 <= mm1 - 1; i1 += 1) {
          z1[i1] = z[i3][i2 + 1][i1] + z[i3][i2][i1];
          z2[i1] = z[i3 + 1][i2][i1] + z[i3][i2][i1];
          z3[i1] = z[i3 + 1][i2 + 1][i1] + z[i3 + 1][i2][i1] + z1[i1];
        }
	
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2][2 * i1] = u[2 * i3][2 * i2][2 * i1] + z[i3][i2][i1];
          u[2 * i3][2 * i2][2 * i1 + 1] = u[2 * i3][2 * i2][2 * i1 + 1] + 0.5 * (z[i3][i2][i1 + 1] + z[i3][i2][i1]);
        }
		
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2 + 1][2 * i1] = u[2 * i3][2 * i2 + 1][2 * i1] + 0.5 * z1[i1];
          u[2 * i3][2 * i2 + 1][2 * i1 + 1] = u[2 * i3][2 * i2 + 1][2 * i1 + 1] + 0.25 * (z1[i1] + z1[i1 + 1]);
        }
		
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3 + 1][2 * i2][2 * i1] = u[2 * i3 + 1][2 * i2][2 * i1] + 0.5 * z2[i1];
          u[2 * i3 + 1][2 * i2][2 * i1 + 1] = u[2 * i3 + 1][2 * i2][2 * i1 + 1] + 0.25 * (z2[i1] + z2[i1 + 1]);
        }
		
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3 + 1][2 * i2 + 1][2 * i1] = u[2 * i3 + 1][2 * i2 + 1][2 * i1] + 0.25 * z3[i1];
          u[2 * i3 + 1][2 * i2 + 1][2 * i1 + 1] = u[2 * i3 + 1][2 * i2 + 1][2 * i1 + 1] + 0.125 * (z3[i1] + z3[i1 + 1]);
        }
      }
    }",,"#pragma omp parallel for private(i3, i2, i1) 
    for (i3 = 0; i3 <= mm3 - 1 - 1; i3 += 1) {
      for (i2 = 0; i2 <= mm2 - 1 - 1; i2 += 1) {
        for (i1 = 0; i1 <= mm1 - 1; i1 += 1) {
          z1[i1] = z[i3][i2 + 1][i1] + z[i3][i2][i1];
          z2[i1] = z[i3 + 1][i2][i1] + z[i3][i2][i1];
          z3[i1] = z[i3 + 1][i2 + 1][i1] + z[i3 + 1][i2][i1] + z1[i1];
        }
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2][2 * i1] = u[2 * i3][2 * i2][2 * i1] + z[i3][i2][i1];
          u[2 * i3][2 * i2][2 * i1 + 1] = u[2 * i3][2 * i2][2 * i1 + 1] + 0.5 * (z[i3][i2][i1 + 1] + z[i3][i2][i1]);
        }
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2 + 1][2 * i1] = u[2 * i3][2 * i2 + 1][2 * i1] + 0.5 * z1[i1];
          u[2 * i3][2 * i2 + 1][2 * i1 + 1] = u[2 * i3][2 * i2 + 1][2 * i1 + 1] + 0.25 * (z1[i1] + z1[i1 + 1]);
        }
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3 + 1][2 * i2][2 * i1] = u[2 * i3 + 1][2 * i2][2 * i1] + 0.5 * z2[i1];
          u[2 * i3 + 1][2 * i2][2 * i1 + 1] = u[2 * i3 + 1][2 * i2][2 * i1 + 1] + 0.25 * (z2[i1] + z2[i1 + 1]);
        }
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3 + 1][2 * i2 + 1][2 * i1] = u[2 * i3 + 1][2 * i2 + 1][2 * i1] + 0.25 * z3[i1];
          u[2 * i3 + 1][2 * i2 + 1][2 * i1 + 1] = u[2 * i3 + 1][2 * i2 + 1][2 * i1 + 1] + 0.125 * (z3[i1] + z3[i1 + 1]);
        }
      }
    }",none,none,"#pragma omp parallel for collapse(3) private(i1, i2, i3)",5,0,
18,./Benchmark-Test-2/0/sp-38.ll,"//#pragma omp parallel for private (n,i1,i2,i,j,k,m)
 #pragma rose_outline 
    for (m = 3; m <= 4; m += 1) {
      n = (m - 3 + 1) * 5;
	   #pragma rose_outline 
      for (i = grid_points[0] - 3; i >= 0; i += -1) {
        i1 = i + 1;
        i2 = i + 2;
        
//#pragma omp parallel for private (j,k)
 #pragma rose_outline 
        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          
#pragma omp parallel for private (k) firstprivate (n,i1,i2)
          for (k = 1; k <= grid_points[2] - 2; k += 1) {
            rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k] - lhs[n + 4][i][j][k] * rhs[m][i2][j][k];
          }
        }
      }
    }",0,0,"    for (m = 3; m <= 4; m += 1) {
      n = (m - 3 + 1) * 5;

      for (i = grid_points[0] - 3; i >= 0; i += -1) {
        i1 = i + 1;
        i2 = i + 2;

        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          

          for (k = 1; k <= grid_points[2] - 2; k += 1) {
            rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k] - lhs[n + 4][i][j][k] * rhs[m][i2][j][k];
          }
        }
      }
    }","#pragma omp parallel for private(m, n, i, i1, i2, j, k)
    for (m = 3; m <= 4; m += 1) {
      n = (m - 3 + 1) * 5;

      for (i = grid_points[0] - 3; i >= 0; i += -1) {
        i1 = i + 1;
        i2 = i + 2;

        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          #pragma omp parallel for
          for (k = 1; k <= grid_points[2] - 2; k += 1) {
            rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k] - lhs[n + 4][i][j][k] * rhs[m][i2][j][k];
          }
        }
      }
    }","#include <omp.h>

for (m = 3; m <= 4; m += 1) {
  n = (m - 3 + 1) * 5;

  #pragma omp parallel for private(i, i1, i2, j, k) shared(rhs, lhs, grid_points)
  for (i = grid_points[0] - 3; i >= 0; i += -1) {
    i1 = i + 1;
    i2 = i + 2;

    for (j = 1; j <= grid_points[1] - 2; j += 1) {
      for (k = 1; k <= grid_points[2] - 2; k += 1) {
        rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k] - lhs[n + 4][i][j][k] * rhs[m][i2][j][k];
      }
    }
  }
}","#pragma omp parallel for private (n,i1,i2,i,j,k,m)","#pragma omp parallel for private(m, n, i, i1, i2, j, k)","#pragma omp parallel for private(n, i, i1, i2, j, k)",5,4,semantic
19,./Benchmark-Test-2/3/mg-23.ll,"		#pragma rose_outline
        for (i2 = 1; i2 <= mm2 - 1; i2 += 1) {
			#pragma rose_outline
          for (i1 = d1; i1 <= mm1 - 1; i1 += 1) {
            u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] + 0.25 * (z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
          }
		  #pragma rose_outline
          for (i1 = 1; i1 <= mm1 - 1; i1 += 1) {
            u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - t1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - t1 - 1] + 0.125 * (z[i3][i2][i1] + z[i3][i2 - 1][i1] + z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1] + z[i3 - 1][i2 - 1][i1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
          }
        }",2,2,"		
        for (i2 = 1; i2 <= mm2 - 1; i2 += 1) {
			
          for (i1 = d1; i1 <= mm1 - 1; i1 += 1) {
            u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] + 0.25 * (z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
          }
		
          for (i1 = 1; i1 <= mm1 - 1; i1 += 1) {
            u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - t1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - t1 - 1] + 0.125 * (z[i3][i2][i1] + z[i3][i2 - 1][i1] + z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1] + z[i3 - 1][i2 - 1][i1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
          }
        }",,"#include <omp.h>

for (i2 = 1; i2 <= mm2 - 1; i2 += 1) {
  #pragma omp parallel for private(i1) shared(u, z)
  for (i1 = d1; i1 <= mm1 - 1; i1 += 1) {
    u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] + 0.25 * (z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
  }

  #pragma omp parallel for private(i1) shared(u, z)
  for (i1 = 1; i1 <= mm1 - 1; i1 += 1) {
    u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - t1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - t1 - 1] + 0.125 * (z[i3][i2][i1] + z[i3][i2 - 1][i1] + z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1] + z[i3 - 1][i2 - 1][i1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
  }
}",none,none,#pragma omp parallel for collapse(2),5,1,
20,./Benchmark-Test-2/3/lu-21.ll,"      #pragma rose_outline
	  for (k = 0; k <= nz - 1; k += 1) {
        exact(0,jglob,k,&u[0][j][k][0]);
      }",2,2,"
	  for (k = 0; k <= nz - 1; k += 1) {
        exact(0,jglob,k,&u[0][j][k][0]);
      }",,"#pragma omp parallel for
for (k = 0; k <= nz - 1; k += 1) {
  exact(0,jglob,k,&u[0][j][k][0]);
}",none,none,#pragma omp parallel for,5,1,
21,./Benchmark-Test-2/3/lu-8.ll,"	  #pragma rose_outline
      for (k = 1; k <= nz - 2; k += 1) {
/*--------------------------------------------------------------------
c   form the lower triangular part of the jacobian matrix
--------------------------------------------------------------------*/
        jacld(k);
/*--------------------------------------------------------------------
c   perform the lower triangular solution
--------------------------------------------------------------------*/
        blts(nx,ny,nz,k,omega,rsd,a,b,c,d,ist,iend,jst,jend,nx0,ny0);
      }",2,0,"
      for (k = 1; k <= nz - 2; k += 1) {
/*--------------------------------------------------------------------
c   form the lower triangular part of the jacobian matrix
--------------------------------------------------------------------*/
        jacld(k);
/*--------------------------------------------------------------------
c   perform the lower triangular solution
--------------------------------------------------------------------*/
        blts(nx,ny,nz,k,omega,rsd,a,b,c,d,ist,iend,jst,jend,nx0,ny0);
      }","#pragma omp parallel for private(k)
      for (k = 1; k <= nz - 2; k += 1) {
 
        jacld(k);
 
        blts(nx,ny,nz,k,omega,rsd,a,b,c,d,ist,iend,jst,jend,nx0,ny0);
      }","#pragma omp parallel for
      for (k = 1; k <= nz - 2; k += 1) {
 
        jacld(k);
 
        blts(nx,ny,nz,k,omega,rsd,a,b,c,d,ist,iend,jst,jend,nx0,ny0);
      }",none,#pragma omp parallel for private(k),#pragma omp parallel for,0,1,
22,./Benchmark-Test-2/3/mg-22.ll,"			#pragma rose_outline
          for (i1 = d1; i1 <= mm1 - 1; i1 += 1) {
            u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] + 0.25 * (z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
          }",2,2,"		
          for (i1 = d1; i1 <= mm1 - 1; i1 += 1) {
            u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] + 0.25 * (z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
          }",,"#pragma omp parallel for
          for (i1 = d1; i1 <= mm1 - 1; i1 += 1) {
            u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] = u[2 * i3 - t3 - 1][2 * i2 - t2 - 1][2 * i1 - d1 - 1] + 0.25 * (z[i3][i2][i1 - 1] + z[i3][i2 - 1][i1 - 1] + z[i3 - 1][i2][i1 - 1] + z[i3 - 1][i2 - 1][i1 - 1]);
          }",none,none,#pragma omp parallel for,5,1,
23,./Benchmark-Test-2/0/sp-66.ll,"//#pragma omp parallel for private (i,j)
       #pragma rose_outline 
	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        
#pragma omp parallel for private (j) firstprivate (dssp,k)
        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 5.0 * u[m][i][j][k]);
        }
      }",0,0,"	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        

        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 5.0 * u[m][i][j][k]);
        }
      }","#pragma omp parallel for private(i, j)
for (i = 1; i <= grid_points[0] - 2; i += 1) {
    for (j = 1; j <= grid_points[1] - 2; j += 1) {
        rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 5.0 * u[m][i][j][k]);
    }
}","#pragma omp parallel for
      for (i = 1; i <= grid_points[0] - 2; i += 1) {
        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 5.0 * u[m][i][j][k]);
        }
      }","#pragma omp parallel for private (i,j)","#pragma omp parallel for private(i, j)",#pragma omp parallel for collapse(2),5,3,
24,./Benchmark-Test-2/0/sp-45.ll,"//#pragma omp parallel for private (j,k,m)
 #pragma rose_outline 
    for (m = 0; m <= 2; m += 1) {
      
//#pragma omp parallel for private (j,k)
 #pragma rose_outline 
      for (j = 1; j <= grid_points[1] - 2; j += 1) {
        
#pragma omp parallel for private (k) firstprivate (i,n,i1)
        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k];
        }
      }
    }",0,0,"    for (m = 0; m <= 2; m += 1) {
      
      for (j = 1; j <= grid_points[1] - 2; j += 1) {
        
        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k];
        }
      }
    }","#pragma omp parallel for private(m, j, k)
    for (m = 0; m <= 2; m += 1) {
      
      for (j = 1; j <= grid_points[1] - 2; j += 1) {
        
        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k];
        }
      }
    }","#pragma omp parallel for private(m, j, k)
    for (m = 0; m <= 2; m += 1) {
      
      for (j = 1; j <= grid_points[1] - 2; j += 1) {
        
        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i1][j][k];
        }
      }
    }","#pragma omp parallel for private (j,k,m)","#pragma omp parallel for private(m, j, k)",#pragma omp parallel for collapse(3),5,3,
